Date and Time, Depth (M), Water Temp. (°C)
2024-07-11T00:00:17-0700, -19 m, 11.7870
2024-07-11T00:00:17-0700, -20 m, 11.7620
2024-07-11T00:00:17-0700, -21 m, 11.7520
2024-07-11T00:00:17-0700, -22 m, 11.7450
2024-07-11T00:00:17-0700, -23 m, 11.7370
2024-07-11T00:00:17-0700, -24 m, 11.7170
2024-07-11T00:00:17-0700, -25 m, 11.7070
2024-07-11T00:00:17-0700, -26 m, 11.6910
2024-07-11T00:00:17-0700, -27 m, 11.6660
2024-07-11T00:00:17-0700, -28 m, 11.6090
2024-07-11T00:00:17-0700, -29 m, 11.6070
2024-07-11T00:00:17-0700, -30 m, 11.6070
2024-07-11T00:00:17-0700, -31 m, 11.6050
2024-07-11T00:00:17-0700, -32 m, 11.6030
2024-07-11T00:00:17-0700, -33 m, 11.5970
2024-07-11T00:00:17-0700, -34 m, 11.5770
2024-07-11T00:00:17-0700, -35 m, 11.5350
2024-07-11T00:00:17-0700, -36 m, 11.4810
2024-07-11T00:00:17-0700, -37 m, 11.4370
2024-07-11T00:00:17-0700, -38 m, 11.3900
2024-07-11T00:00:17-0700, -39 m, 11.3590
2024-07-11T00:00:17-0700, -40 m, 11.3480
2024-07-11T00:00:17-0700, -41 m, 11.3390
2024-07-11T00:00:17-0700, -42 m, 11.3310
2024-07-11T00:00:17-0700, -43 m, 11.3240
2024-07-11T00:00:17-0700, -44 m, 11.3200
2024-07-11T00:00:17-0700, -45 m, 11.3120
2024-07-11T00:00:17-0700, -46 m, 11.3110
2024-07-11T00:00:17-0700, -47 m, 11.3110
2024-07-11T00:00:17-0700, -48 m, 11.3110
2024-07-11T00:00:17-0700, -49 m, 11.3110
2024-07-11T00:00:17-0700, -50 m, 11.3100
2024-07-11T00:00:17-0700, -51 m, 11.3110
2024-07-11T00:00:17-0700, -52 m, 11.3100
2024-07-11T00:00:17-0700, -53 m, 11.3060
2024-07-11T00:00:17-0700, -54 m, 11.3030
2024-07-11T00:00:17-0700, -55 m, 11.3020
2024-07-11T00:00:17-0700, -56 m, 11.2990
2024-07-11T00:00:17-0700, -57 m, 11.2970
2024-07-11T00:00:17-0700, -58 m, 11.2970
2024-07-11T00:00:17-0700, -59 m, 11.2970
2024-07-11T00:00:17-0700, -5 m, 12.2480
2024-07-11T00:00:17-0700, -60 m, 11.2970
2024-07-11T00:00:17-0700, -61 m, 11.3000
2024-07-11T00:00:17-0700, -62 m, 11.3000
2024-07-11T00:00:17-0700, -63 m, 11.2980
2024-07-11T00:00:17-0700, -64 m, 11.3010
2024-07-11T00:00:17-0700, -65 m, 11.3040
2024-07-11T00:00:17-0700, -66 m, 11.3020
2024-07-11T00:00:17-0700, -67 m, 11.2940
2024-07-11T00:00:17-0700, -68 m, 11.2830
2024-07-11T00:00:17-0700, -69 m, 11.2820
2024-07-11T00:00:17-0700, -6 m, 12.1840
2024-07-11T00:00:17-0700, -70 m, 11.2840
2024-07-11T00:00:17-0700, -71 m, 11.2830
2024-07-11T00:00:17-0700, -72 m, 11.2790
2024-07-11T00:00:17-0700, -73 m, 11.2760
2024-07-11T00:00:17-0700, -74 m, 11.2750
2024-07-11T00:00:17-0700, -75 m, 11.2690
2024-07-11T00:00:17-0700, -76 m, 11.2650
2024-07-11T00:00:17-0700, -77 m, 11.2640
2024-07-11T00:00:17-0700, -78 m, 11.2650
2024-07-11T00:00:17-0700, -79 m, 11.2700
2024-07-11T00:00:17-0700, -7 m, 12.1430
2024-07-11T00:00:17-0700, -80 m, 11.2690
2024-07-11T00:00:17-0700, -81 m, 11.2680
2024-07-11T00:00:17-0700, -8 m, 12.0900
2024-07-11T00:00:17-0700, -9 m, 12.0400
2024-07-11T12:00:16-0700, -10 m, 12.3620
2024-07-11T12:00:16-0700, -11 m, 12.3580
2024-07-11T12:00:16-0700, -12 m, 12.2980
2024-07-11T12:00:16-0700, -13 m, 12.2800
2024-07-11T12:00:16-0700, -14 m, 12.2500
2024-07-11T12:00:16-0700, -15 m, 12.1770
2024-07-11T12:00:16-0700, -16 m, 12.1440
2024-07-11T12:00:16-0700, -17 m, 12.1200
2024-07-11T12:00:16-0700, -18 m, 12.0860
2024-07-11T12:00:16-0700, -19 m, 12.0780
2024-07-11T12:00:16-0700, -20 m, 12.0680
2024-07-11T12:00:16-0700, -21 m, 12.0610
2024-07-11T12:00:16-0700, -22 m, 12.0520
2024-07-11T12:00:16-0700, -23 m, 12.0390
2024-07-11T12:00:16-0700, -24 m, 12.0210
2024-07-11T12:00:16-0700, -25 m, 12.0080
2024-07-11T12:00:16-0700, -26 m, 11.9540
2024-07-11T12:00:16-0700, -27 m, 11.9030
2024-07-11T12:00:16-0700, -28 m, 11.9010
2024-07-11T12:00:16-0700, -29 m, 11.8990
2024-07-11T12:00:16-0700, -30 m, 11.9000
2024-07-11T12:00:16-0700, -31 m, 11.8990
2024-07-11T12:00:16-0700, -32 m, 11.8970
2024-07-11T12:00:16-0700, -33 m, 11.8900
2024-07-11T12:00:16-0700, -34 m, 11.8770
2024-07-11T12:00:16-0700, -35 m, 11.8730
2024-07-11T12:00:16-0700, -36 m, 11.8630
2024-07-11T12:00:16-0700, -37 m, 11.8550
2024-07-11T12:00:16-0700, -38 m, 11.8330
2024-07-11T12:00:16-0700, -39 m, 11.7700
2024-07-11T12:00:16-0700, -40 m, 11.7510
2024-07-11T12:00:16-0700, -41 m, 11.7460
2024-07-11T12:00:16-0700, -42 m, 11.7340
2024-07-11T12:00:16-0700, -43 m, 11.7240
2024-07-11T12:00:16-0700, -44 m, 11.7030
2024-07-11T12:00:16-0700, -45 m, 11.6670
2024-07-11T12:00:16-0700, -46 m, 11.6440
2024-07-11T12:00:16-0700, -47 m, 11.6190
2024-07-11T12:00:16-0700, -48 m, 11.6020
2024-07-11T12:00:16-0700, -49 m, 11.5910
2024-07-11T12:00:16-0700, -50 m, 11.5520
2024-07-11T12:00:16-0700, -51 m, 11.5250
2024-07-11T12:00:16-0700, -52 m, 11.5140
2024-07-11T12:00:16-0700, -53 m, 11.5190
2024-07-11T12:00:16-0700, -54 m, 11.4860
2024-07-11T12:00:16-0700, -55 m, 11.3690
2024-07-11T12:00:16-0700, -56 m, 11.3570
2024-07-11T12:00:16-0700, -57 m, 11.3550
2024-07-11T12:00:16-0700, -58 m, 11.3530
2024-07-11T12:00:16-0700, -59 m, 11.3530
2024-07-11T12:00:16-0700, -5 m, 12.5630
2024-07-11T12:00:16-0700, -60 m, 11.3510
2024-07-11T12:00:16-0700, -61 m, 11.3520
2024-07-11T12:00:16-0700, -62 m, 11.3530
2024-07-11T12:00:16-0700, -63 m, 11.3540
2024-07-11T12:00:16-0700, -64 m, 11.3540
2024-07-11T12:00:16-0700, -65 m, 11.3540
2024-07-11T12:00:16-0700, -66 m, 11.3550
2024-07-11T12:00:16-0700, -67 m, 11.3550
2024-07-11T12:00:16-0700, -68 m, 11.3550
2024-07-11T12:00:16-0700, -69 m, 11.3550
2024-07-11T12:00:16-0700, -6 m, 12.4890
2024-07-11T12:00:16-0700, -70 m, 11.3550
2024-07-11T12:00:16-0700, -71 m, 11.3560
2024-07-11T12:00:16-0700, -72 m, 11.3540
2024-07-11T12:00:16-0700, -73 m, 11.3420
2024-07-11T12:00:16-0700, -74 m, 11.3300
2024-07-11T12:00:16-0700, -75 m, 11.3260
2024-07-11T12:00:16-0700, -76 m, 11.3260
2024-07-11T12:00:16-0700, -77 m, 11.3270
2024-07-11T12:00:16-0700, -78 m, 11.3240
2024-07-11T12:00:16-0700, -79 m, 11.3280
2024-07-11T12:00:16-0700, -7 m, 12.4510
2024-07-11T12:00:16-0700, -80 m, 11.3290
2024-07-11T12:00:16-0700, -81 m, 11.3290
2024-07-11T12:00:16-0700, -8 m, 12.4460
2024-07-11T12:00:16-0700, -9 m, 12.3690
2024-07-12T00:00:17-0700, -10 m, 12.2720
2024-07-12T00:00:17-0700, -11 m, 12.0960
2024-07-12T00:00:17-0700, -12 m, 12.0470
2024-07-12T00:00:17-0700, -13 m, 12.0440
2024-07-12T00:00:17-0700, -14 m, 12.0420
2024-07-12T00:00:17-0700, -15 m, 12.0280
2024-07-12T00:00:17-0700, -16 m, 11.9760
2024-07-12T00:00:17-0700, -17 m, 11.9580
2024-07-12T00:00:17-0700, -18 m, 11.9310
2024-07-12T00:00:17-0700, -19 m, 11.9030
2024-07-12T00:00:17-0700, -20 m, 11.8950
2024-07-12T00:00:17-0700, -21 m, 11.8920
2024-07-12T00:00:17-0700, -22 m, 11.8880
2024-07-12T00:00:17-0700, -23 m, 11.8700
2024-07-12T00:00:17-0700, -24 m, 11.8360
2024-07-12T00:00:17-0700, -25 m, 11.8130
2024-07-12T00:00:17-0700, -26 m, 11.8100
2024-07-12T00:00:17-0700, -27 m, 11.7960
2024-07-12T00:00:17-0700, -28 m, 11.7610
2024-07-12T00:00:17-0700, -29 m, 11.7480
2024-07-12T00:00:17-0700, -30 m, 11.7380
2024-07-12T00:00:17-0700, -31 m, 11.7160
2024-07-12T00:00:17-0700, -32 m, 11.7110
2024-07-12T00:00:17-0700, -33 m, 11.7000
2024-07-12T00:00:17-0700, -34 m, 11.6900
2024-07-12T00:00:17-0700, -35 m, 11.6850
2024-07-12T00:00:17-0700, -36 m, 11.6810
2024-07-12T00:00:17-0700, -37 m, 11.6610
2024-07-12T00:00:17-0700, -38 m, 11.6370
2024-07-12T00:00:17-0700, -39 m, 11.6110
2024-07-12T00:00:17-0700, -40 m, 11.5750
2024-07-12T00:00:17-0700, -41 m, 11.5520
2024-07-12T00:00:17-0700, -42 m, 11.5230
2024-07-12T00:00:17-0700, -43 m, 11.4840
2024-07-12T00:00:17-0700, -44 m, 11.4660
2024-07-12T00:00:17-0700, -45 m, 11.4520
2024-07-12T00:00:17-0700, -46 m, 11.4250
2024-07-12T00:00:17-0700, -47 m, 11.3890
2024-07-12T00:00:17-0700, -48 m, 11.3760
2024-07-12T00:00:17-0700, -49 m, 11.3660
2024-07-12T00:00:17-0700, -50 m, 11.3530
2024-07-12T00:00:17-0700, -51 m, 11.3460
2024-07-12T00:00:17-0700, -52 m, 11.3420
2024-07-12T00:00:17-0700, -53 m, 11.3490
2024-07-12T00:00:17-0700, -54 m, 11.3490
2024-07-12T00:00:17-0700, -55 m, 11.3450
2024-07-12T00:00:17-0700, -56 m, 11.3300
2024-07-12T00:00:17-0700, -57 m, 11.3260
2024-07-12T00:00:17-0700, -58 m, 11.3240
2024-07-12T00:00:17-0700, -59 m, 11.3230
2024-07-12T00:00:17-0700, -5 m, 12.6830
2024-07-12T00:00:17-0700, -60 m, 11.3240
2024-07-12T00:00:17-0700, -61 m, 11.3210
2024-07-12T00:00:17-0700, -62 m, 11.3200
2024-07-12T00:00:17-0700, -63 m, 11.3210
2024-07-12T00:00:17-0700, -64 m, 11.3170
2024-07-12T00:00:17-0700, -65 m, 11.3100
2024-07-12T00:00:17-0700, -66 m, 11.3080
2024-07-12T00:00:17-0700, -67 m, 11.3060
2024-07-12T00:00:17-0700, -68 m, 11.3040
2024-07-12T00:00:17-0700, -69 m, 11.3030
2024-07-12T00:00:17-0700, -6 m, 12.5820
2024-07-12T00:00:17-0700, -70 m, 11.3010
2024-07-12T00:00:17-0700, -71 m, 11.2990
2024-07-12T00:00:17-0700, -72 m, 11.2970
2024-07-12T00:00:17-0700, -73 m, 11.2960
2024-07-12T00:00:17-0700, -74 m, 11.2940
2024-07-12T00:00:17-0700, -75 m, 11.2940
2024-07-12T00:00:17-0700, -76 m, 11.2940
2024-07-12T00:00:17-0700, -77 m, 11.2930
2024-07-12T00:00:17-0700, -78 m, 11.2930
2024-07-12T00:00:17-0700, -79 m, 11.2910
2024-07-12T00:00:17-0700, -7 m, 12.4210
2024-07-12T00:00:17-0700, -80 m, 11.2850
2024-07-12T00:00:17-0700, -81 m, 11.2840
2024-07-12T00:00:17-0700, -8 m, 12.3950
2024-07-12T00:00:17-0700, -9 m, 12.3820
2024-07-12T12:00:17-0700, -10 m, 12.5550
2024-07-12T12:00:17-0700, -11 m, 12.4170
2024-07-12T12:00:17-0700, -12 m, 12.3320
2024-07-12T12:00:17-0700, -13 m, 12.3150
2024-07-12T12:00:17-0700, -14 m, 12.2950
2024-07-12T12:00:17-0700, -15 m, 12.2910
2024-07-12T12:00:17-0700, -16 m, 12.2880
2024-07-12T12:00:17-0700, -17 m, 12.2640
2024-07-12T12:00:17-0700, -18 m, 12.2010
2024-07-12T12:00:17-0700, -19 m, 12.1840
2024-07-12T12:00:17-0700, -20 m, 12.1610
2024-07-12T12:00:17-0700, -21 m, 12.1230
2024-07-12T12:00:17-0700, -22 m, 12.0180
2024-07-12T12:00:17-0700, -23 m, 11.9360
2024-07-12T12:00:17-0700, -24 m, 11.9300
2024-07-12T12:00:17-0700, -25 m, 11.9240
2024-07-12T12:00:17-0700, -26 m, 11.9030
2024-07-12T12:00:17-0700, -27 m, 11.8550
2024-07-12T12:00:17-0700, -28 m, 11.7660
2024-07-12T12:00:17-0700, -29 m, 11.7020
2024-07-12T12:00:17-0700, -30 m, 11.6360
2024-07-12T12:00:17-0700, -31 m, 11.5830
2024-07-12T12:00:17-0700, -32 m, 11.5120
2024-07-12T12:00:17-0700, -33 m, 11.4820
2024-07-12T12:00:17-0700, -34 m, 11.4700
2024-07-12T12:00:17-0700, -35 m, 11.4660
2024-07-12T12:00:17-0700, -36 m, 11.4620
2024-07-12T12:00:17-0700, -37 m, 11.4550
2024-07-12T12:00:17-0700, -38 m, 11.4510
2024-07-12T12:00:17-0700, -39 m, 11.4490
2024-07-12T12:00:17-0700, -40 m, 11.4460
2024-07-12T12:00:17-0700, -41 m, 11.4400
2024-07-12T12:00:17-0700, -42 m, 11.4220
2024-07-12T12:00:17-0700, -43 m, 11.4070
2024-07-12T12:00:17-0700, -44 m, 11.3950
2024-07-12T12:00:17-0700, -45 m, 11.3820
2024-07-12T12:00:17-0700, -46 m, 11.3740
2024-07-12T12:00:17-0700, -47 m, 11.3750
2024-07-12T12:00:17-0700, -48 m, 11.3770
2024-07-12T12:00:17-0700, -49 m, 11.3770
2024-07-12T12:00:17-0700, -50 m, 11.3770
2024-07-12T12:00:17-0700, -51 m, 11.3780
2024-07-12T12:00:17-0700, -52 m, 11.3770
2024-07-12T12:00:17-0700, -53 m, 11.3720
2024-07-12T12:00:17-0700, -54 m, 11.3600
2024-07-12T12:00:17-0700, -55 m, 11.3580
2024-07-12T12:00:17-0700, -56 m, 11.3620
2024-07-12T12:00:17-0700, -57 m, 11.3620
2024-07-12T12:00:17-0700, -58 m, 11.3570
2024-07-12T12:00:17-0700, -59 m, 11.3570
2024-07-12T12:00:17-0700, -5 m, 13.9270
2024-07-12T12:00:17-0700, -60 m, 11.3550
2024-07-12T12:00:17-0700, -61 m, 11.3450
2024-07-12T12:00:17-0700, -62 m, 11.3330
2024-07-12T12:00:17-0700, -63 m, 11.3280
2024-07-12T12:00:17-0700, -64 m, 11.3250
2024-07-12T12:00:17-0700, -65 m, 11.3220
2024-07-12T12:00:17-0700, -66 m, 11.3180
2024-07-12T12:00:17-0700, -67 m, 11.3150
2024-07-12T12:00:17-0700, -68 m, 11.3160
2024-07-12T12:00:17-0700, -69 m, 11.3170
2024-07-12T12:00:17-0700, -6 m, 13.3320
2024-07-12T12:00:17-0700, -70 m, 11.3180
2024-07-12T12:00:17-0700, -71 m, 11.3200
2024-07-12T12:00:17-0700, -72 m, 11.3220
2024-07-12T12:00:17-0700, -73 m, 11.3220
2024-07-12T12:00:17-0700, -74 m, 11.3190
2024-07-12T12:00:17-0700, -75 m, 11.3130
2024-07-12T12:00:17-0700, -76 m, 11.3120
2024-07-12T12:00:17-0700, -77 m, 11.3110
2024-07-12T12:00:17-0700, -78 m, 11.3070
2024-07-12T12:00:17-0700, -79 m, 11.3040
2024-07-12T12:00:17-0700, -7 m, 12.9600
2024-07-12T12:00:17-0700, -80 m, 11.3000
2024-07-12T12:00:17-0700, -8 m, 12.8260
2024-07-12T12:00:17-0700, -9 m, 12.6710
2024-07-13T00:00:17-0700, -10 m, 12.4980
2024-07-13T00:00:17-0700, -11 m, 12.4630
2024-07-13T00:00:17-0700, -12 m, 12.4320
2024-07-13T00:00:17-0700, -13 m, 12.3130
2024-07-13T00:00:17-0700, -14 m, 12.2650
2024-07-13T00:00:17-0700, -15 m, 12.2000
2024-07-13T00:00:17-0700, -16 m, 12.1290
2024-07-13T00:00:17-0700, -17 m, 12.0940
2024-07-13T00:00:17-0700, -18 m, 12.0570
2024-07-13T00:00:17-0700, -19 m, 12.0430
2024-07-13T00:00:17-0700, -20 m, 12.0230
2024-07-13T00:00:17-0700, -21 m, 11.9780
2024-07-13T00:00:17-0700, -22 m, 11.9370
2024-07-13T00:00:17-0700, -23 m, 11.9350
2024-07-13T00:00:17-0700, -24 m, 11.9340
2024-07-13T00:00:17-0700, -25 m, 11.9340
2024-07-13T00:00:17-0700, -26 m, 11.9320
2024-07-13T00:00:17-0700, -27 m, 11.9310
2024-07-13T00:00:17-0700, -28 m, 11.9290
2024-07-13T00:00:17-0700, -29 m, 11.9290
2024-07-13T00:00:17-0700, -30 m, 11.9250
2024-07-13T00:00:17-0700, -31 m, 11.9220
2024-07-13T00:00:17-0700, -32 m, 11.9190
2024-07-13T00:00:17-0700, -33 m, 11.9170
2024-07-13T00:00:17-0700, -34 m, 11.9170
2024-07-13T00:00:17-0700, -35 m, 11.9150
2024-07-13T00:00:17-0700, -36 m, 11.9000
2024-07-13T00:00:17-0700, -37 m, 11.8670
2024-07-13T00:00:17-0700, -38 m, 11.8230
2024-07-13T00:00:17-0700, -39 m, 11.8070
2024-07-13T00:00:17-0700, -40 m, 11.7820
2024-07-13T00:00:17-0700, -41 m, 11.7780
2024-07-13T00:00:17-0700, -42 m, 11.7770
2024-07-13T00:00:17-0700, -43 m, 11.7740
2024-07-13T00:00:17-0700, -44 m, 11.7750
2024-07-13T00:00:17-0700, -45 m, 11.7730
2024-07-13T00:00:17-0700, -46 m, 11.7490
2024-07-13T00:00:17-0700, -47 m, 11.6720
2024-07-13T00:00:17-0700, -48 m, 11.6310
2024-07-13T00:00:17-0700, -49 m, 11.5730
2024-07-13T00:00:17-0700, -50 m, 11.4860
2024-07-13T00:00:17-0700, -51 m, 11.4810
2024-07-13T00:00:17-0700, -52 m, 11.4800
2024-07-13T00:00:17-0700, -53 m, 11.4790
2024-07-13T00:00:17-0700, -54 m, 11.4650
2024-07-13T00:00:17-0700, -55 m, 11.4590
2024-07-13T00:00:17-0700, -56 m, 11.4540
2024-07-13T00:00:17-0700, -57 m, 11.4470
2024-07-13T00:00:17-0700, -58 m, 11.4310
2024-07-13T00:00:17-0700, -59 m, 11.4150
2024-07-13T00:00:17-0700, -5 m, 13.1560
2024-07-13T00:00:17-0700, -60 m, 11.3950
2024-07-13T00:00:17-0700, -61 m, 11.3860
2024-07-13T00:00:17-0700, -62 m, 11.3720
2024-07-13T00:00:17-0700, -63 m, 11.3690
2024-07-13T00:00:17-0700, -64 m, 11.3680
2024-07-13T00:00:17-0700, -65 m, 11.3670
2024-07-13T00:00:17-0700, -66 m, 11.3670
2024-07-13T00:00:17-0700, -67 m, 11.3660
2024-07-13T00:00:17-0700, -68 m, 11.3640
2024-07-13T00:00:17-0700, -69 m, 11.3610
2024-07-13T00:00:17-0700, -6 m, 13.0410
2024-07-13T00:00:17-0700, -70 m, 11.3580
2024-07-13T00:00:17-0700, -71 m, 11.3570
2024-07-13T00:00:17-0700, -72 m, 11.3560
2024-07-13T00:00:17-0700, -73 m, 11.3550
2024-07-13T00:00:17-0700, -74 m, 11.3540
2024-07-13T00:00:17-0700, -75 m, 11.3550
2024-07-13T00:00:17-0700, -76 m, 11.3530
2024-07-13T00:00:17-0700, -77 m, 11.3480
2024-07-13T00:00:17-0700, -78 m, 11.3430
2024-07-13T00:00:17-0700, -79 m, 11.3330
2024-07-13T00:00:17-0700, -7 m, 12.9240
2024-07-13T00:00:17-0700, -80 m, 11.3190
2024-07-13T00:00:17-0700, -81 m, 11.3160
2024-07-13T00:00:17-0700, -8 m, 12.7590
2024-07-13T00:00:17-0700, -9 m, 12.6020
2024-07-13T12:00:17-0700, -10 m, 12.7300
2024-07-13T12:00:17-0700, -11 m, 12.6250
2024-07-13T12:00:17-0700, -12 m, 12.4750
2024-07-13T12:00:17-0700, -13 m, 12.4010
2024-07-13T12:00:17-0700, -14 m, 12.3880
2024-07-13T12:00:17-0700, -15 m, 12.3480
2024-07-13T12:00:17-0700, -16 m, 12.2550
2024-07-13T12:00:17-0700, -17 m, 12.1670
2024-07-13T12:00:17-0700, -18 m, 12.1180
2024-07-13T12:00:17-0700, -19 m, 12.0940
2024-07-13T12:00:17-0700, -20 m, 12.0820
2024-07-13T12:00:17-0700, -21 m, 12.0780
2024-07-13T12:00:17-0700, -22 m, 12.0750
2024-07-13T12:00:17-0700, -23 m, 12.0560
2024-07-13T12:00:17-0700, -24 m, 12.0140
2024-07-13T12:00:17-0700, -25 m, 11.9960
2024-07-13T12:00:17-0700, -26 m, 11.9830
2024-07-13T12:00:17-0700, -27 m, 11.9770
2024-07-13T12:00:17-0700, -28 m, 11.9740
2024-07-13T12:00:17-0700, -29 m, 11.9730
2024-07-13T12:00:17-0700, -30 m, 11.9730
2024-07-13T12:00:17-0700, -31 m, 11.9710
2024-07-13T12:00:17-0700, -32 m, 11.9520
2024-07-13T12:00:17-0700, -33 m, 11.9010
2024-07-13T12:00:17-0700, -34 m, 11.7490
2024-07-13T12:00:17-0700, -35 m, 11.6180
2024-07-13T12:00:17-0700, -36 m, 11.5890
2024-07-13T12:00:17-0700, -37 m, 11.5640
2024-07-13T12:00:17-0700, -38 m, 11.5180
2024-07-13T12:00:17-0700, -39 m, 11.4720
2024-07-13T12:00:17-0700, -40 m, 11.4570
2024-07-13T12:00:17-0700, -41 m, 11.4320
2024-07-13T12:00:17-0700, -42 m, 11.4210
2024-07-13T12:00:17-0700, -43 m, 11.4210
2024-07-13T12:00:17-0700, -44 m, 11.4160
2024-07-13T12:00:17-0700, -45 m, 11.4170
2024-07-13T12:00:17-0700, -46 m, 11.4190
2024-07-13T12:00:17-0700, -47 m, 11.4140
2024-07-13T12:00:17-0700, -48 m, 11.4110
2024-07-13T12:00:17-0700, -49 m, 11.4050
2024-07-13T12:00:17-0700, -50 m, 11.3870
2024-07-13T12:00:17-0700, -51 m, 11.3770
2024-07-13T12:00:17-0700, -52 m, 11.3300
2024-07-13T12:00:17-0700, -53 m, 11.3270
2024-07-13T12:00:17-0700, -54 m, 11.3280
2024-07-13T12:00:17-0700, -55 m, 11.3280
2024-07-13T12:00:17-0700, -56 m, 11.3280
2024-07-13T12:00:17-0700, -57 m, 11.3280
2024-07-13T12:00:17-0700, -58 m, 11.3290
2024-07-13T12:00:17-0700, -59 m, 11.3320
2024-07-13T12:00:17-0700, -5 m, 12.9170
2024-07-13T12:00:17-0700, -60 m, 11.3320
2024-07-13T12:00:17-0700, -61 m, 11.3360
2024-07-13T12:00:17-0700, -62 m, 11.3460
2024-07-13T12:00:17-0700, -63 m, 11.3480
2024-07-13T12:00:17-0700, -64 m, 11.3470
2024-07-13T12:00:17-0700, -65 m, 11.3450
2024-07-13T12:00:17-0700, -66 m, 11.3450
2024-07-13T12:00:17-0700, -67 m, 11.3460
2024-07-13T12:00:17-0700, -68 m, 11.3470
2024-07-13T12:00:17-0700, -69 m, 11.3450
2024-07-13T12:00:17-0700, -6 m, 12.8860
2024-07-13T12:00:17-0700, -70 m, 11.3430
2024-07-13T12:00:17-0700, -71 m, 11.3420
2024-07-13T12:00:17-0700, -72 m, 11.3420
2024-07-13T12:00:17-0700, -73 m, 11.3430
2024-07-13T12:00:17-0700, -74 m, 11.3430
2024-07-13T12:00:17-0700, -75 m, 11.3440
2024-07-13T12:00:17-0700, -76 m, 11.3440
2024-07-13T12:00:17-0700, -77 m, 11.3470
2024-07-13T12:00:17-0700, -78 m, 11.3530
2024-07-13T12:00:17-0700, -79 m, 11.3530
2024-07-13T12:00:17-0700, -7 m, 12.8550
2024-07-13T12:00:17-0700, -80 m, 11.3510
2024-07-13T12:00:17-0700, -8 m, 12.8390
2024-07-13T12:00:17-0700, -9 m, 12.7910
2024-07-14T00:00:17-0700, -10 m, 12.6180
2024-07-14T00:00:17-0700, -11 m, 12.5830
2024-07-14T00:00:17-0700, -12 m, 12.5120
2024-07-14T00:00:17-0700, -13 m, 12.4560
2024-07-14T00:00:17-0700, -14 m, 12.4040
2024-07-14T00:00:17-0700, -15 m, 12.3790
2024-07-14T00:00:17-0700, -16 m, 12.3310
2024-07-14T00:00:17-0700, -17 m, 12.2680
2024-07-14T00:00:17-0700, -18 m, 12.2290
2024-07-14T00:00:17-0700, -19 m, 12.1730
2024-07-14T00:00:17-0700, -20 m, 12.1300
2024-07-14T00:00:17-0700, -21 m, 12.1250
2024-07-14T00:00:17-0700, -22 m, 12.1240
2024-07-14T00:00:17-0700, -23 m, 12.1170
2024-07-14T00:00:17-0700, -24 m, 12.0780
2024-07-14T00:00:17-0700, -25 m, 12.0200
2024-07-14T00:00:17-0700, -26 m, 11.9830
2024-07-14T00:00:17-0700, -27 m, 11.9370
2024-07-14T00:00:17-0700, -28 m, 11.8910
2024-07-14T00:00:17-0700, -29 m, 11.8520
2024-07-14T00:00:17-0700, -30 m, 11.8480
2024-07-14T00:00:17-0700, -31 m, 11.8470
2024-07-14T00:00:17-0700, -32 m, 11.8470
2024-07-14T00:00:17-0700, -33 m, 11.8430
2024-07-14T00:00:17-0700, -34 m, 11.8340
2024-07-14T00:00:17-0700, -35 m, 11.8300
2024-07-14T00:00:17-0700, -36 m, 11.8280
2024-07-14T00:00:17-0700, -37 m, 11.8120
2024-07-14T00:00:17-0700, -38 m, 11.7940
2024-07-14T00:00:17-0700, -39 m, 11.7740
2024-07-14T00:00:17-0700, -40 m, 11.7680
2024-07-14T00:00:17-0700, -41 m, 11.7620
2024-07-14T00:00:17-0700, -42 m, 11.7430
2024-07-14T00:00:17-0700, -43 m, 11.7110
2024-07-14T00:00:17-0700, -44 m, 11.6840
2024-07-14T00:00:17-0700, -45 m, 11.6620
2024-07-14T00:00:17-0700, -46 m, 11.6490
2024-07-14T00:00:17-0700, -47 m, 11.6440
2024-07-14T00:00:17-0700, -48 m, 11.6230
2024-07-14T00:00:17-0700, -49 m, 11.5990
2024-07-14T00:00:17-0700, -50 m, 11.5610
2024-07-14T00:00:17-0700, -51 m, 11.5070
2024-07-14T00:00:17-0700, -52 m, 11.4580
2024-07-14T00:00:17-0700, -53 m, 11.4480
2024-07-14T00:00:17-0700, -54 m, 11.4500
2024-07-14T00:00:17-0700, -55 m, 11.4650
2024-07-14T00:00:17-0700, -56 m, 11.4880
2024-07-14T00:00:17-0700, -57 m, 11.4820
2024-07-14T00:00:17-0700, -58 m, 11.4540
2024-07-14T00:00:17-0700, -59 m, 11.4540
2024-07-14T00:00:17-0700, -5 m, 13.1090
2024-07-14T00:00:17-0700, -60 m, 11.4270
2024-07-14T00:00:17-0700, -61 m, 11.4180
2024-07-14T00:00:17-0700, -62 m, 11.4100
2024-07-14T00:00:17-0700, -63 m, 11.4020
2024-07-14T00:00:17-0700, -64 m, 11.4010
2024-07-14T00:00:17-0700, -65 m, 11.3990
2024-07-14T00:00:17-0700, -66 m, 11.3970
2024-07-14T00:00:17-0700, -67 m, 11.3950
2024-07-14T00:00:17-0700, -68 m, 11.3980
2024-07-14T00:00:17-0700, -69 m, 11.4010
2024-07-14T00:00:17-0700, -6 m, 12.8060
2024-07-14T00:00:17-0700, -70 m, 11.4040
2024-07-14T00:00:17-0700, -71 m, 11.4120
2024-07-14T00:00:17-0700, -72 m, 11.4110
2024-07-14T00:00:17-0700, -73 m, 11.4040
