Date and Time, Depth (M), Oxygen Conc. (mg/L)
2024-06-21T10:15:14-0700, -10 m, 9.5430
2024-06-21T10:15:14-0700, -11 m, 9.3640
2024-06-21T10:15:14-0700, -12 m, 9.2420
2024-06-21T10:15:14-0700, -13 m, 9.1570
2024-06-21T10:15:14-0700, -14 m, 9.0840
2024-06-21T10:15:14-0700, -15 m, 8.9380
2024-06-21T10:15:14-0700, -16 m, 8.7740
2024-06-21T10:15:14-0700, -17 m, 8.7280
2024-06-21T10:15:14-0700, -18 m, 8.7250
2024-06-21T10:15:14-0700, -19 m, 8.7070
2024-06-21T10:15:14-0700, -20 m, 8.6740
2024-06-21T10:15:14-0700, -21 m, 8.6330
2024-06-21T10:15:14-0700, -22 m, 8.5640
2024-06-21T10:15:14-0700, -23 m, 8.3950
2024-06-21T10:15:14-0700, -24 m, 8.1940
2024-06-21T10:15:14-0700, -25 m, 8.1200
2024-06-21T10:15:14-0700, -26 m, 8.0610
2024-06-21T10:15:14-0700, -27 m, 8.0070
2024-06-21T10:15:14-0700, -28 m, 7.9780
2024-06-21T10:15:14-0700, -29 m, 7.9510
2024-06-21T10:15:14-0700, -30 m, 7.9180
2024-06-21T10:15:14-0700, -31 m, 7.9010
2024-06-21T10:15:14-0700, -32 m, 7.8960
2024-06-21T10:15:14-0700, -33 m, 7.8910
2024-06-21T10:15:14-0700, -34 m, 7.8430
2024-06-21T10:15:14-0700, -35 m, 7.7790
2024-06-21T10:15:14-0700, -36 m, 7.7010
2024-06-21T10:15:14-0700, -37 m, 7.5960
2024-06-21T10:15:14-0700, -38 m, 7.4830
2024-06-21T10:15:14-0700, -39 m, 7.4020
2024-06-21T10:15:14-0700, -40 m, 7.3280
2024-06-21T10:15:14-0700, -41 m, 7.2940
2024-06-21T10:15:14-0700, -42 m, 7.2820
2024-06-21T10:15:14-0700, -43 m, 7.2580
2024-06-21T10:15:14-0700, -44 m, 7.2280
2024-06-21T10:15:14-0700, -45 m, 7.1900
2024-06-21T10:15:14-0700, -46 m, 7.1660
2024-06-21T10:15:14-0700, -47 m, 7.1570
2024-06-21T10:15:14-0700, -48 m, 7.1540
2024-06-21T10:15:14-0700, -49 m, 7.1510
2024-06-21T10:15:14-0700, -50 m, 7.1180
2024-06-21T10:15:14-0700, -51 m, 7.1000
2024-06-21T10:15:14-0700, -52 m, 7.1050
2024-06-21T10:15:14-0700, -53 m, 7.1020
2024-06-21T10:15:14-0700, -54 m, 7.0970
2024-06-21T10:15:14-0700, -55 m, 7.0820
2024-06-21T10:15:14-0700, -56 m, 7.0710
2024-06-21T10:15:14-0700, -57 m, 7.0630
2024-06-21T10:15:14-0700, -58 m, 7.0480
2024-06-21T10:15:14-0700, -59 m, 7.0450
2024-06-21T10:15:14-0700, -5 m, 10.5130
2024-06-21T10:15:14-0700, -60 m, 7.0400
2024-06-21T10:15:14-0700, -61 m, 7.0300
2024-06-21T10:15:14-0700, -62 m, 7.0200
2024-06-21T10:15:14-0700, -63 m, 7.0080
2024-06-21T10:15:14-0700, -64 m, 6.9780
2024-06-21T10:15:14-0700, -65 m, 6.9320
2024-06-21T10:15:14-0700, -66 m, 6.8760
2024-06-21T10:15:14-0700, -67 m, 6.8240
2024-06-21T10:15:14-0700, -68 m, 6.7980
2024-06-21T10:15:14-0700, -69 m, 6.7910
2024-06-21T10:15:14-0700, -6 m, 10.5290
2024-06-21T10:15:14-0700, -70 m, 6.7850
2024-06-21T10:15:14-0700, -71 m, 6.7780
2024-06-21T10:15:14-0700, -72 m, 6.7720
2024-06-21T10:15:14-0700, -73 m, 6.7700
2024-06-21T10:15:14-0700, -74 m, 6.7680
2024-06-21T10:15:14-0700, -75 m, 6.7660
2024-06-21T10:15:14-0700, -76 m, 6.7650
2024-06-21T10:15:14-0700, -77 m, 6.7650
2024-06-21T10:15:14-0700, -78 m, 6.7640
2024-06-21T10:15:14-0700, -79 m, 6.7640
2024-06-21T10:15:14-0700, -7 m, 10.3020
2024-06-21T10:15:14-0700, -80 m, 6.7620
2024-06-21T10:15:14-0700, -8 m, 9.8120
2024-06-21T10:15:14-0700, -9 m, 9.6630
2024-06-21T12:00:13-0700, -10 m, 9.2900
2024-06-21T12:00:13-0700, -11 m, 9.1880
2024-06-21T12:00:13-0700, -12 m, 9.0230
2024-06-21T12:00:13-0700, -13 m, 8.9360
2024-06-21T12:00:13-0700, -14 m, 8.9070
2024-06-21T12:00:13-0700, -15 m, 8.8830
2024-06-21T12:00:13-0700, -16 m, 8.8950
2024-06-21T12:00:13-0700, -17 m, 8.7250
2024-06-21T12:00:13-0700, -18 m, 8.5730
2024-06-21T12:00:13-0700, -19 m, 8.4950
2024-06-21T12:00:13-0700, -20 m, 8.3870
2024-06-21T12:00:13-0700, -21 m, 8.2980
2024-06-21T12:00:13-0700, -22 m, 8.2660
2024-06-21T12:00:13-0700, -23 m, 8.2370
2024-06-21T12:00:13-0700, -24 m, 8.2190
2024-06-21T12:00:13-0700, -25 m, 8.1990
2024-06-21T12:00:13-0700, -26 m, 8.1750
2024-06-21T12:00:13-0700, -27 m, 8.1290
2024-06-21T12:00:13-0700, -28 m, 8.0660
2024-06-21T12:00:13-0700, -29 m, 7.9890
2024-06-21T12:00:13-0700, -30 m, 7.9270
2024-06-21T12:00:13-0700, -31 m, 7.8900
2024-06-21T12:00:13-0700, -32 m, 7.8610
2024-06-21T12:00:13-0700, -33 m, 7.8430
2024-06-21T12:00:13-0700, -34 m, 7.8150
2024-06-21T12:00:13-0700, -35 m, 7.7590
2024-06-21T12:00:13-0700, -36 m, 7.6790
2024-06-21T12:00:13-0700, -37 m, 7.5980
2024-06-21T12:00:13-0700, -38 m, 7.5080
2024-06-21T12:00:13-0700, -39 m, 7.4660
2024-06-21T12:00:13-0700, -40 m, 7.4290
2024-06-21T12:00:13-0700, -41 m, 7.3920
2024-06-21T12:00:13-0700, -42 m, 7.3640
2024-06-21T12:00:13-0700, -43 m, 7.3440
2024-06-21T12:00:13-0700, -44 m, 7.3250
2024-06-21T12:00:13-0700, -45 m, 7.3100
2024-06-21T12:00:13-0700, -46 m, 7.3010
2024-06-21T12:00:13-0700, -47 m, 7.3010
2024-06-21T12:00:13-0700, -48 m, 7.2900
2024-06-21T12:00:13-0700, -49 m, 7.2320
2024-06-21T12:00:13-0700, -50 m, 7.1080
2024-06-21T12:00:13-0700, -51 m, 7.0210
2024-06-21T12:00:13-0700, -52 m, 6.9570
2024-06-21T12:00:13-0700, -53 m, 6.9180
2024-06-21T12:00:13-0700, -54 m, 6.8840
2024-06-21T12:00:13-0700, -55 m, 6.8580
2024-06-21T12:00:13-0700, -56 m, 6.8460
2024-06-21T12:00:13-0700, -57 m, 6.8400
2024-06-21T12:00:13-0700, -58 m, 6.8380
2024-06-21T12:00:13-0700, -59 m, 6.8320
2024-06-21T12:00:13-0700, -5 m, 10.4470
2024-06-21T12:00:13-0700, -60 m, 6.8250
2024-06-21T12:00:13-0700, -61 m, 6.8200
2024-06-21T12:00:13-0700, -62 m, 6.8080
2024-06-21T12:00:13-0700, -63 m, 6.7890
2024-06-21T12:00:13-0700, -64 m, 6.7750
2024-06-21T12:00:13-0700, -65 m, 6.7700
2024-06-21T12:00:13-0700, -66 m, 6.7690
2024-06-21T12:00:13-0700, -67 m, 6.7750
2024-06-21T12:00:13-0700, -68 m, 6.7780
2024-06-21T12:00:13-0700, -69 m, 6.7790
2024-06-21T12:00:13-0700, -6 m, 10.3070
2024-06-21T12:00:13-0700, -70 m, 6.7750
2024-06-21T12:00:13-0700, -71 m, 6.7710
2024-06-21T12:00:13-0700, -72 m, 6.7670
2024-06-21T12:00:13-0700, -73 m, 6.7590
2024-06-21T12:00:13-0700, -74 m, 6.7460
2024-06-21T12:00:13-0700, -75 m, 6.7310
2024-06-21T12:00:13-0700, -76 m, 6.7230
2024-06-21T12:00:13-0700, -77 m, 6.7160
2024-06-21T12:00:13-0700, -78 m, 6.7130
2024-06-21T12:00:13-0700, -79 m, 6.7120
2024-06-21T12:00:13-0700, -7 m, 9.8180
2024-06-21T12:00:13-0700, -80 m, 6.7110
2024-06-21T12:00:13-0700, -8 m, 9.4270
2024-06-21T12:00:13-0700, -9 m, 9.3360
2024-06-22T00:00:14-0700, -10 m, 9.3760
2024-06-22T00:00:14-0700, -11 m, 9.3590
2024-06-22T00:00:14-0700, -12 m, 9.3060
2024-06-22T00:00:14-0700, -13 m, 9.2460
2024-06-22T00:00:14-0700, -14 m, 9.1920
2024-06-22T00:00:14-0700, -15 m, 9.1130
2024-06-22T00:00:14-0700, -16 m, 9.0340
2024-06-22T00:00:14-0700, -17 m, 8.9720
2024-06-22T00:00:14-0700, -18 m, 8.9080
2024-06-22T00:00:14-0700, -19 m, 8.8300
2024-06-22T00:00:14-0700, -20 m, 8.7590
2024-06-22T00:00:14-0700, -21 m, 8.6240
2024-06-22T00:00:14-0700, -22 m, 8.4850
2024-06-22T00:00:14-0700, -23 m, 8.3930
2024-06-22T00:00:14-0700, -24 m, 8.3250
2024-06-22T00:00:14-0700, -25 m, 8.2860
2024-06-22T00:00:14-0700, -26 m, 8.2730
2024-06-22T00:00:14-0700, -27 m, 8.2600
2024-06-22T00:00:14-0700, -28 m, 8.2440
2024-06-22T00:00:14-0700, -29 m, 8.2290
2024-06-22T00:00:14-0700, -30 m, 8.2010
2024-06-22T00:00:14-0700, -31 m, 8.1300
2024-06-22T00:00:14-0700, -32 m, 8.0640
2024-06-22T00:00:14-0700, -33 m, 8.0020
2024-06-22T00:00:14-0700, -34 m, 7.9700
2024-06-22T00:00:14-0700, -35 m, 7.9310
2024-06-22T00:00:14-0700, -36 m, 7.8830
2024-06-22T00:00:14-0700, -37 m, 7.8610
2024-06-22T00:00:14-0700, -38 m, 7.8490
2024-06-22T00:00:14-0700, -39 m, 7.8310
2024-06-22T00:00:14-0700, -40 m, 7.8150
2024-06-22T00:00:14-0700, -41 m, 7.8000
2024-06-22T00:00:14-0700, -42 m, 7.7830
2024-06-22T00:00:14-0700, -43 m, 7.7770
2024-06-22T00:00:14-0700, -44 m, 7.7720
2024-06-22T00:00:14-0700, -45 m, 7.7440
2024-06-22T00:00:14-0700, -46 m, 7.6610
2024-06-22T00:00:14-0700, -47 m, 7.5930
2024-06-22T00:00:14-0700, -48 m, 7.5620
2024-06-22T00:00:14-0700, -49 m, 7.5470
2024-06-22T00:00:14-0700, -50 m, 7.5300
2024-06-22T00:00:14-0700, -51 m, 7.5160
2024-06-22T00:00:14-0700, -52 m, 7.5090
2024-06-22T00:00:14-0700, -53 m, 7.4970
2024-06-22T00:00:14-0700, -54 m, 7.4870
2024-06-22T00:00:14-0700, -55 m, 7.4850
2024-06-22T00:00:14-0700, -56 m, 7.4820
2024-06-22T00:00:14-0700, -57 m, 7.4720
2024-06-22T00:00:14-0700, -58 m, 7.4640
2024-06-22T00:00:14-0700, -59 m, 7.4630
2024-06-22T00:00:14-0700, -5 m, 9.8170
2024-06-22T00:00:14-0700, -60 m, 7.4610
2024-06-22T00:00:14-0700, -61 m, 7.4640
2024-06-22T00:00:14-0700, -62 m, 7.4690
2024-06-22T00:00:14-0700, -63 m, 7.4700
2024-06-22T00:00:14-0700, -64 m, 7.4750
2024-06-22T00:00:14-0700, -65 m, 7.4640
2024-06-22T00:00:14-0700, -66 m, 7.4410
2024-06-22T00:00:14-0700, -67 m, 7.4130
2024-06-22T00:00:14-0700, -68 m, 7.4000
2024-06-22T00:00:14-0700, -69 m, 7.3870
2024-06-22T00:00:14-0700, -6 m, 9.8170
2024-06-22T00:00:14-0700, -70 m, 7.3320
2024-06-22T00:00:14-0700, -71 m, 7.2100
2024-06-22T00:00:14-0700, -72 m, 7.1060
2024-06-22T00:00:14-0700, -73 m, 7.0230
2024-06-22T00:00:14-0700, -74 m, 6.9610
2024-06-22T00:00:14-0700, -75 m, 6.9390
2024-06-22T00:00:14-0700, -76 m, 6.9210
2024-06-22T00:00:14-0700, -77 m, 6.8960
2024-06-22T00:00:14-0700, -78 m, 6.8610
2024-06-22T00:00:14-0700, -79 m, 6.8320
2024-06-22T00:00:14-0700, -7 m, 9.7140
2024-06-22T00:00:14-0700, -80 m, 6.8210
2024-06-22T00:00:14-0700, -81 m, 6.8180
2024-06-22T00:00:14-0700, -8 m, 9.5160
2024-06-22T00:00:14-0700, -9 m, 9.4330
2024-06-22T12:00:14-0700, -10 m, 9.0730
2024-06-22T12:00:14-0700, -11 m, 8.8490
2024-06-22T12:00:14-0700, -12 m, 8.6440
2024-06-22T12:00:14-0700, -13 m, 8.5820
2024-06-22T12:00:14-0700, -14 m, 8.4980
2024-06-22T12:00:14-0700, -15 m, 8.4340
2024-06-22T12:00:14-0700, -16 m, 8.3550
2024-06-22T12:00:14-0700, -17 m, 8.3240
2024-06-22T12:00:14-0700, -18 m, 8.3070
2024-06-22T12:00:14-0700, -19 m, 8.2890
2024-06-22T12:00:14-0700, -20 m, 8.2480
2024-06-22T12:00:14-0700, -21 m, 8.1840
2024-06-22T12:00:14-0700, -22 m, 8.1310
2024-06-22T12:00:14-0700, -23 m, 8.1020
2024-06-22T12:00:14-0700, -24 m, 8.0920
2024-06-22T12:00:14-0700, -25 m, 8.0800
2024-06-22T12:00:14-0700, -26 m, 8.0390
2024-06-22T12:00:14-0700, -27 m, 7.9990
2024-06-22T12:00:14-0700, -28 m, 7.9730
2024-06-22T12:00:14-0700, -29 m, 7.9370
2024-06-22T12:00:14-0700, -30 m, 7.8990
2024-06-22T12:00:14-0700, -31 m, 7.8460
2024-06-22T12:00:14-0700, -32 m, 7.7950
2024-06-22T12:00:14-0700, -33 m, 7.7640
2024-06-22T12:00:14-0700, -34 m, 7.7380
2024-06-22T12:00:14-0700, -35 m, 7.7040
2024-06-22T12:00:14-0700, -36 m, 7.6370
2024-06-22T12:00:14-0700, -37 m, 7.5670
2024-06-22T12:00:14-0700, -38 m, 7.5500
2024-06-22T12:00:14-0700, -39 m, 7.5410
2024-06-22T12:00:14-0700, -40 m, 7.5370
2024-06-22T12:00:14-0700, -41 m, 7.5330
2024-06-22T12:00:14-0700, -42 m, 7.5290
2024-06-22T12:00:14-0700, -43 m, 7.5300
2024-06-22T12:00:14-0700, -44 m, 7.5290
2024-06-22T12:00:14-0700, -45 m, 7.5230
2024-06-22T12:00:14-0700, -46 m, 7.5190
2024-06-22T12:00:14-0700, -47 m, 7.4810
2024-06-22T12:00:14-0700, -48 m, 7.3890
2024-06-22T12:00:14-0700, -49 m, 7.3470
2024-06-22T12:00:14-0700, -50 m, 7.3120
2024-06-22T12:00:14-0700, -51 m, 7.2680
2024-06-22T12:00:14-0700, -52 m, 7.2300
2024-06-22T12:00:14-0700, -53 m, 7.1900
2024-06-22T12:00:14-0700, -54 m, 7.1570
2024-06-22T12:00:14-0700, -55 m, 7.1280
2024-06-22T12:00:14-0700, -56 m, 7.1080
2024-06-22T12:00:14-0700, -57 m, 7.0980
2024-06-22T12:00:14-0700, -58 m, 7.0770
2024-06-22T12:00:14-0700, -59 m, 7.0570
2024-06-22T12:00:14-0700, -5 m, 9.8600
2024-06-22T12:00:14-0700, -60 m, 7.0500
2024-06-22T12:00:14-0700, -61 m, 7.0360
2024-06-22T12:00:14-0700, -62 m, 7.0090
2024-06-22T12:00:14-0700, -63 m, 6.9790
2024-06-22T12:00:14-0700, -64 m, 6.9340
2024-06-22T12:00:14-0700, -65 m, 6.8620
2024-06-22T12:00:14-0700, -66 m, 6.8240
2024-06-22T12:00:14-0700, -67 m, 6.7850
2024-06-22T12:00:14-0700, -68 m, 6.7660
2024-06-22T12:00:14-0700, -69 m, 6.7610
2024-06-22T12:00:14-0700, -6 m, 9.6220
2024-06-22T12:00:14-0700, -70 m, 6.7550
2024-06-22T12:00:14-0700, -71 m, 6.7500
2024-06-22T12:00:14-0700, -72 m, 6.7450
2024-06-22T12:00:14-0700, -73 m, 6.7300
2024-06-22T12:00:14-0700, -74 m, 6.7020
2024-06-22T12:00:14-0700, -75 m, 6.6830
2024-06-22T12:00:14-0700, -76 m, 6.6770
2024-06-22T12:00:14-0700, -77 m, 6.6750
2024-06-22T12:00:14-0700, -78 m, 6.6740
2024-06-22T12:00:14-0700, -79 m, 6.6730
2024-06-22T12:00:14-0700, -7 m, 9.4990
2024-06-22T12:00:14-0700, -80 m, 6.6710
2024-06-22T12:00:14-0700, -81 m, 6.6710
2024-06-22T12:00:14-0700, -8 m, 9.3760
2024-06-22T12:00:14-0700, -9 m, 9.2110
2024-06-23T00:00:14-0700, -10 m, 9.1170
2024-06-23T00:00:14-0700, -11 m, 9.0550
2024-06-23T00:00:14-0700, -12 m, 8.9280
2024-06-23T00:00:14-0700, -13 m, 8.8550
2024-06-23T00:00:14-0700, -14 m, 8.8330
2024-06-23T00:00:14-0700, -15 m, 8.8090
2024-06-23T00:00:14-0700, -16 m, 8.7580
2024-06-23T00:00:14-0700, -17 m, 8.7070
2024-06-23T00:00:14-0700, -18 m, 8.6000
2024-06-23T00:00:14-0700, -19 m, 8.5210
2024-06-23T00:00:14-0700, -20 m, 8.5040
2024-06-23T00:00:14-0700, -21 m, 8.4800
2024-06-23T00:00:14-0700, -22 m, 8.4500
2024-06-23T00:00:14-0700, -23 m, 8.4240
2024-06-23T00:00:14-0700, -24 m, 8.4000
2024-06-23T00:00:14-0700, -25 m, 8.3570
2024-06-23T00:00:14-0700, -26 m, 8.3280
2024-06-23T00:00:14-0700, -27 m, 8.3080
2024-06-23T00:00:14-0700, -28 m, 8.2680
2024-06-23T00:00:14-0700, -29 m, 8.2250
2024-06-23T00:00:14-0700, -30 m, 8.1590
2024-06-23T00:00:14-0700, -31 m, 8.1030
2024-06-23T00:00:14-0700, -32 m, 8.0750
2024-06-23T00:00:14-0700, -33 m, 8.0620
2024-06-23T00:00:14-0700, -34 m, 8.0450
2024-06-23T00:00:14-0700, -35 m, 7.9840
2024-06-23T00:00:14-0700, -36 m, 7.9110
2024-06-23T00:00:14-0700, -37 m, 7.8430
2024-06-23T00:00:14-0700, -38 m, 7.7930
2024-06-23T00:00:14-0700, -39 m, 7.7470
2024-06-23T00:00:14-0700, -40 m, 7.7110
2024-06-23T00:00:14-0700, -41 m, 7.6830
2024-06-23T00:00:14-0700, -42 m, 7.6630
2024-06-23T00:00:14-0700, -43 m, 7.6450
2024-06-23T00:00:14-0700, -44 m, 7.6280
2024-06-23T00:00:14-0700, -45 m, 7.6210
2024-06-23T00:00:14-0700, -46 m, 7.6040
2024-06-23T00:00:14-0700, -47 m, 7.5800
2024-06-23T00:00:14-0700, -48 m, 7.5510
2024-06-23T00:00:14-0700, -49 m, 7.5390
2024-06-23T00:00:14-0700, -50 m, 7.5310
2024-06-23T00:00:14-0700, -51 m, 7.5190
2024-06-23T00:00:14-0700, -52 m, 7.4980
2024-06-23T00:00:14-0700, -53 m, 7.4700
2024-06-23T00:00:14-0700, -54 m, 7.4500
2024-06-23T00:00:14-0700, -55 m, 7.4330
2024-06-23T00:00:14-0700, -56 m, 7.4190
2024-06-23T00:00:14-0700, -57 m, 7.4090
2024-06-23T00:00:14-0700, -58 m, 7.3910
2024-06-23T00:00:14-0700, -59 m, 7.3580
2024-06-23T00:00:14-0700, -5 m, 9.5570
2024-06-23T00:00:14-0700, -60 m, 7.3260
2024-06-23T00:00:14-0700, -61 m, 7.3160
2024-06-23T00:00:14-0700, -62 m, 7.3140
2024-06-23T00:00:14-0700, -63 m, 7.3120
2024-06-23T00:00:14-0700, -6 m, 9.2950
2024-06-23T00:00:14-0700, -7 m, 9.2240
2024-06-23T00:00:14-0700, -8 m, 9.2020
2024-06-23T00:00:14-0700, -9 m, 9.1720
2024-06-23T12:00:14-0700, -10 m, 10.6170
2024-06-23T12:00:14-0700, -11 m, 10.4150
2024-06-23T12:00:14-0700, -12 m, 10.3130
2024-06-23T12:00:14-0700, -13 m, 10.2460
2024-06-23T12:00:14-0700, -14 m, 10.1360
2024-06-23T12:00:14-0700, -15 m, 9.9700
2024-06-23T12:00:14-0700, -16 m, 9.6900
2024-06-23T12:00:14-0700, -17 m, 9.2630
2024-06-23T12:00:14-0700, -18 m, 8.7780
2024-06-23T12:00:14-0700, -19 m, 8.5520
2024-06-23T12:00:14-0700, -20 m, 8.4520
2024-06-23T12:00:14-0700, -21 m, 8.3800
2024-06-23T12:00:14-0700, -22 m, 8.3050
2024-06-23T12:00:14-0700, -23 m, 8.2550
2024-06-23T12:00:14-0700, -24 m, 8.2190
2024-06-23T12:00:14-0700, -25 m, 8.1830
2024-06-23T12:00:14-0700, -26 m, 8.1680
2024-06-23T12:00:14-0700, -27 m, 8.1820
2024-06-23T12:00:14-0700, -28 m, 8.2070
2024-06-23T12:00:14-0700, -29 m, 8.1930
2024-06-23T12:00:14-0700, -30 m, 8.1440
2024-06-23T12:00:14-0700, -31 m, 8.1030
2024-06-23T12:00:14-0700, -32 m, 8.0870
2024-06-23T12:00:14-0700, -33 m, 8.0740
2024-06-23T12:00:14-0700, -34 m, 8.0620
2024-06-23T12:00:14-0700, -35 m, 8.0430
2024-06-23T12:00:14-0700, -36 m, 8.0110
2024-06-23T12:00:14-0700, -37 m, 7.9660
2024-06-23T12:00:14-0700, -38 m, 7.9420
2024-06-23T12:00:14-0700, -39 m, 7.9230
2024-06-23T12:00:14-0700, -40 m, 7.9070
2024-06-23T12:00:14-0700, -41 m, 7.8750
2024-06-23T12:00:14-0700, -42 m, 7.8450
2024-06-23T12:00:14-0700, -43 m, 7.8370
2024-06-23T12:00:14-0700, -44 m, 7.8300
2024-06-23T12:00:14-0700, -45 m, 7.7980
2024-06-23T12:00:14-0700, -46 m, 7.7680
2024-06-23T12:00:14-0700, -47 m, 7.7510
2024-06-23T12:00:14-0700, -48 m, 7.7360
2024-06-23T12:00:14-0700, -49 m, 7.7170
2024-06-23T12:00:14-0700, -50 m, 7.7060
2024-06-23T12:00:14-0700, -51 m, 7.6900
2024-06-23T12:00:14-0700, -52 m, 7.6480
2024-06-23T12:00:14-0700, -53 m, 7.5330
2024-06-23T12:00:14-0700, -54 m, 7.3770
2024-06-23T12:00:14-0700, -55 m, 7.2130
2024-06-23T12:00:14-0700, -56 m, 7.0880
2024-06-23T12:00:14-0700, -57 m, 7.0240
2024-06-23T12:00:14-0700, -58 m, 6.9940
2024-06-23T12:00:14-0700, -59 m, 6.9420
2024-06-23T12:00:14-0700, -5 m, 10.9970
2024-06-23T12:00:14-0700, -60 m, 6.8920
2024-06-23T12:00:14-0700, -61 m, 6.8750
2024-06-23T12:00:14-0700, -62 m, 6.8650
2024-06-23T12:00:14-0700, -63 m, 6.8550
2024-06-23T12:00:14-0700, -64 m, 6.8420
2024-06-23T12:00:14-0700, -65 m, 6.8280
2024-06-23T12:00:14-0700, -66 m, 6.8200
2024-06-23T12:00:14-0700, -67 m, 6.8180
2024-06-23T12:00:14-0700, -68 m, 6.8170
2024-06-23T12:00:14-0700, -69 m, 6.8130
2024-06-23T12:00:14-0700, -6 m, 10.9160
2024-06-23T12:00:14-0700, -70 m, 6.8020
2024-06-23T12:00:14-0700, -71 m, 6.7960
2024-06-23T12:00:14-0700, -72 m, 6.7910
2024-06-23T12:00:14-0700, -73 m, 6.7800
2024-06-23T12:00:14-0700, -74 m, 6.7640
2024-06-23T12:00:14-0700, -75 m, 6.7560
2024-06-23T12:00:14-0700, -76 m, 6.7540
2024-06-23T12:00:14-0700, -77 m, 6.7520
2024-06-23T12:00:14-0700, -78 m, 6.7510
2024-06-23T12:00:14-0700, -79 m, 6.7480
2024-06-23T12:00:14-0700, -7 m, 10.8480
2024-06-23T12:00:14-0700, -80 m, 6.7470
2024-06-23T12:00:14-0700, -81 m, 6.7450
2024-06-23T12:00:14-0700, -8 m, 10.7810
2024-06-23T12:00:14-0700, -9 m, 10.7170
2024-06-24T00:00:14-0700, -10 m, 10.2870
2024-06-24T00:00:14-0700, -11 m, 10.1930
2024-06-24T00:00:14-0700, -12 m, 10.0230
2024-06-24T00:00:14-0700, -13 m, 9.9230
2024-06-24T00:00:14-0700, -14 m, 9.8930
2024-06-24T00:00:14-0700, -15 m, 9.8680
2024-06-24T00:00:14-0700, -16 m, 9.8380
2024-06-24T00:00:14-0700, -17 m, 9.7430
2024-06-24T00:00:14-0700, -18 m, 9.6430
2024-06-24T00:00:14-0700, -19 m, 9.6010
2024-06-24T00:00:14-0700, -20 m, 9.5760
2024-06-24T00:00:14-0700, -21 m, 9.5140
2024-06-24T00:00:14-0700, -22 m, 9.3900
2024-06-24T00:00:14-0700, -23 m, 9.2300
2024-06-24T00:00:14-0700, -24 m, 9.1290
2024-06-24T00:00:14-0700, -25 m, 9.0960
2024-06-24T00:00:14-0700, -26 m, 9.0740
2024-06-24T00:00:14-0700, -27 m, 9.0250
2024-06-24T00:00:14-0700, -28 m, 8.9630
2024-06-24T00:00:14-0700, -29 m, 8.7840
2024-06-24T00:00:14-0700, -30 m, 8.5790
2024-06-24T00:00:14-0700, -31 m, 8.4170
2024-06-24T00:00:14-0700, -32 m, 8.3530
2024-06-24T00:00:14-0700, -33 m, 8.3340
2024-06-24T00:00:14-0700, -34 m, 8.3190
2024-06-24T00:00:14-0700, -35 m, 8.3010
2024-06-24T00:00:14-0700, -36 m, 8.2860
2024-06-24T00:00:14-0700, -37 m, 8.2670
2024-06-24T00:00:14-0700, -38 m, 8.2530
2024-06-24T00:00:14-0700, -39 m, 8.2420
2024-06-24T00:00:14-0700, -40 m, 8.2300
2024-06-24T00:00:14-0700, -41 m, 8.2070
2024-06-24T00:00:14-0700, -42 m, 8.1870
2024-06-24T00:00:14-0700, -43 m, 8.1750
2024-06-24T00:00:14-0700, -44 m, 8.1690
2024-06-24T00:00:14-0700, -45 m, 8.1540
2024-06-24T00:00:14-0700, -46 m, 8.1250
2024-06-24T00:00:14-0700, -47 m, 8.0960
2024-06-24T00:00:14-0700, -48 m, 8.0310
2024-06-24T00:00:14-0700, -49 m, 7.9620
2024-06-24T00:00:14-0700, -50 m, 7.9310
2024-06-24T00:00:14-0700, -51 m, 7.9170
2024-06-24T00:00:14-0700, -52 m, 7.9060
2024-06-24T00:00:14-0700, -53 m, 7.8780
2024-06-24T00:00:14-0700, -54 m, 7.8680
2024-06-24T00:00:14-0700, -55 m, 7.8580
2024-06-24T00:00:14-0700, -56 m, 7.8540
2024-06-24T00:00:14-0700, -57 m, 7.8580
2024-06-24T00:00:14-0700, -58 m, 7.8410
2024-06-24T00:00:14-0700, -59 m, 7.8050
2024-06-24T00:00:14-0700, -5 m, 10.8530
2024-06-24T00:00:14-0700, -60 m, 7.7870
2024-06-24T00:00:14-0700, -61 m, 7.7750
2024-06-24T00:00:14-0700, -62 m, 7.7660
2024-06-24T00:00:14-0700, -63 m, 7.7560
2024-06-24T00:00:14-0700, -64 m, 7.7230
2024-06-24T00:00:14-0700, -65 m, 7.7050
2024-06-24T00:00:14-0700, -66 m, 7.7020
2024-06-24T00:00:14-0700, -67 m, 7.6970
2024-06-24T00:00:14-0700, -68 m, 7.6920
2024-06-24T00:00:14-0700, -69 m, 7.6890
2024-06-24T00:00:14-0700, -6 m, 10.5990
2024-06-24T00:00:14-0700, -70 m, 7.6870
2024-06-24T00:00:14-0700, -71 m, 7.6900
2024-06-24T00:00:14-0700, -72 m, 7.6900
2024-06-24T00:00:14-0700, -73 m, 7.6910
2024-06-24T00:00:14-0700, -74 m, 7.6940
2024-06-24T00:00:14-0700, -75 m, 7.6850
2024-06-24T00:00:14-0700, -76 m, 7.6430
2024-06-24T00:00:14-0700, -77 m, 7.5700
2024-06-24T00:00:14-0700, -78 m, 7.5120
2024-06-24T00:00:14-0700, -79 m, 7.4260
2024-06-24T00:00:14-0700, -7 m, 10.5040
2024-06-24T00:00:14-0700, -80 m, 7.3440
2024-06-24T00:00:14-0700, -8 m, 10.4940
