Date and Time, Depth (M), Oxygen Conc. (mg/L)
2024-07-01T00:00:14-0700, -2 m, 
2024-07-01T00:00:14-0700, -30 m, 7.6850
2024-07-01T00:00:14-0700, -31 m, 7.6760
2024-07-01T00:00:14-0700, -32 m, 7.6730
2024-07-01T00:00:14-0700, -33 m, 7.6650
2024-07-01T00:00:14-0700, -34 m, 7.6530
2024-07-01T00:00:14-0700, -35 m, 7.6440
2024-07-01T00:00:14-0700, -36 m, 7.6240
2024-07-01T00:00:14-0700, -37 m, 7.6140
2024-07-01T00:00:14-0700, -38 m, 7.5990
2024-07-01T00:00:14-0700, -39 m, 7.5420
2024-07-01T00:00:14-0700, -3 m, 
2024-07-01T00:00:14-0700, -40 m, 7.4530
2024-07-01T00:00:14-0700, -41 m, 7.3800
2024-07-01T00:00:14-0700, -42 m, 7.3400
2024-07-01T00:00:14-0700, -43 m, 7.3230
2024-07-01T00:00:14-0700, -44 m, 7.3100
2024-07-01T00:00:14-0700, -45 m, 7.3070
2024-07-01T00:00:14-0700, -46 m, 7.2900
2024-07-01T00:00:14-0700, -47 m, 7.2510
2024-07-01T00:00:14-0700, -48 m, 7.2230
2024-07-01T00:00:14-0700, -49 m, 7.2170
2024-07-01T00:00:14-0700, -4 m, 
2024-07-01T00:00:14-0700, -50 m, 7.1960
2024-07-01T00:00:14-0700, -51 m, 7.1460
2024-07-01T00:00:14-0700, -52 m, 7.0970
2024-07-01T00:00:14-0700, -53 m, 7.0860
2024-07-01T00:00:14-0700, -54 m, 7.0640
2024-07-01T00:00:14-0700, -55 m, 7.0340
2024-07-01T00:00:14-0700, -56 m, 7.0070
2024-07-01T00:00:14-0700, -57 m, 6.9770
2024-07-01T00:00:14-0700, -58 m, 6.9590
2024-07-01T00:00:14-0700, -59 m, 6.9480
2024-07-01T00:00:14-0700, -5 m, 9.2350
2024-07-01T00:00:14-0700, -60 m, 6.9380
2024-07-01T00:00:14-0700, -61 m, 6.9300
2024-07-01T00:00:14-0700, -62 m, 6.9230
2024-07-01T00:00:14-0700, -63 m, 6.9200
2024-07-01T00:00:14-0700, -64 m, 6.9170
2024-07-01T00:00:14-0700, -65 m, 6.9160
2024-07-01T00:00:14-0700, -66 m, 6.9110
2024-07-01T00:00:14-0700, -67 m, 6.9040
2024-07-01T00:00:14-0700, -68 m, 6.8980
2024-07-01T00:00:14-0700, -69 m, 6.8900
2024-07-01T00:00:14-0700, -6 m, 9.2210
2024-07-01T00:00:14-0700, -70 m, 6.8800
2024-07-01T00:00:14-0700, -71 m, 6.8780
2024-07-01T00:00:14-0700, -72 m, 6.8760
2024-07-01T00:00:14-0700, -73 m, 6.8690
2024-07-01T00:00:14-0700, -74 m, 6.8600
2024-07-01T00:00:14-0700, -75 m, 6.8470
2024-07-01T00:00:14-0700, -76 m, 6.8330
2024-07-01T00:00:14-0700, -77 m, 6.8300
2024-07-01T00:00:14-0700, -78 m, 6.8230
2024-07-01T00:00:14-0700, -79 m, 6.8160
2024-07-01T00:00:14-0700, -7 m, 9.1950
2024-07-01T00:00:14-0700, -80 m, 6.8110
2024-07-01T00:00:14-0700, -81 m, 
2024-07-01T00:00:14-0700, -82 m, 
2024-07-01T00:00:14-0700, -83 m, 
2024-07-01T00:00:14-0700, -84 m, 
2024-07-01T00:00:14-0700, -85 m, 
2024-07-01T00:00:14-0700, -86 m, 
2024-07-01T00:00:14-0700, -87 m, 
2024-07-01T00:00:14-0700, -88 m, 
2024-07-01T00:00:14-0700, -89 m, 
2024-07-01T00:00:14-0700, -8 m, 9.1660
2024-07-01T00:00:14-0700, -90 m, 
2024-07-01T00:00:14-0700, -91 m, 
2024-07-01T00:00:14-0700, -92 m, 
2024-07-01T00:00:14-0700, -93 m, 
2024-07-01T00:00:14-0700, -94 m, 
2024-07-01T00:00:14-0700, -95 m, 
2024-07-01T00:00:14-0700, -96 m, 
2024-07-01T00:00:14-0700, -97 m, 
2024-07-01T00:00:14-0700, -98 m, 
2024-07-01T00:00:14-0700, -99 m, 
2024-07-01T00:00:14-0700, -9 m, 9.1260
2024-07-01T00:00:14-0700, 0 m, 
2024-07-01T12:00:15-0700, -10 m, 7.8050
2024-07-01T12:00:15-0700, -11 m, 7.5760
2024-07-01T12:00:15-0700, -12 m, 7.2960
2024-07-01T12:00:15-0700, -13 m, 7.2270
2024-07-01T12:00:15-0700, -14 m, 7.1920
2024-07-01T12:00:15-0700, -15 m, 7.1850
2024-07-01T12:00:15-0700, -16 m, 7.1680
2024-07-01T12:00:15-0700, -17 m, 7.1360
2024-07-01T12:00:15-0700, -18 m, 7.1130
2024-07-01T12:00:15-0700, -19 m, 7.1190
2024-07-01T12:00:15-0700, -20 m, 7.1280
2024-07-01T12:00:15-0700, -21 m, 7.1150
2024-07-01T12:00:15-0700, -22 m, 7.0800
2024-07-01T12:00:15-0700, -23 m, 7.0650
2024-07-01T12:00:15-0700, -24 m, 7.0700
2024-07-01T12:00:15-0700, -25 m, 7.0660
2024-07-01T12:00:15-0700, -26 m, 7.0640
2024-07-01T12:00:15-0700, -27 m, 7.0570
2024-07-01T12:00:15-0700, -28 m, 7.0600
2024-07-01T12:00:15-0700, -29 m, 7.0620
2024-07-01T12:00:15-0700, -30 m, 7.0550
2024-07-01T12:00:15-0700, -31 m, 7.0470
2024-07-01T12:00:15-0700, -32 m, 7.0380
2024-07-01T12:00:15-0700, -33 m, 6.9960
2024-07-01T12:00:15-0700, -34 m, 6.9650
2024-07-01T12:00:15-0700, -35 m, 6.9450
2024-07-01T12:00:15-0700, -36 m, 6.9340
2024-07-01T12:00:15-0700, -37 m, 6.9010
2024-07-01T12:00:15-0700, -38 m, 6.8720
2024-07-01T12:00:15-0700, -39 m, 6.8680
2024-07-01T12:00:15-0700, -40 m, 6.8660
2024-07-01T12:00:15-0700, -41 m, 6.8620
2024-07-01T12:00:15-0700, -42 m, 6.8560
2024-07-01T12:00:15-0700, -43 m, 6.8480
2024-07-01T12:00:15-0700, -44 m, 6.8440
2024-07-01T12:00:15-0700, -45 m, 6.8400
2024-07-01T12:00:15-0700, -46 m, 6.8360
2024-07-01T12:00:15-0700, -47 m, 6.8320
2024-07-01T12:00:15-0700, -48 m, 6.8310
2024-07-01T12:00:15-0700, -49 m, 6.8250
2024-07-01T12:00:15-0700, -50 m, 6.8210
2024-07-01T12:00:15-0700, -51 m, 6.8300
2024-07-01T12:00:15-0700, -52 m, 6.8350
2024-07-01T12:00:15-0700, -53 m, 6.8330
2024-07-01T12:00:15-0700, -54 m, 6.8330
2024-07-01T12:00:15-0700, -55 m, 6.8230
2024-07-01T12:00:15-0700, -56 m, 6.8150
2024-07-01T12:00:15-0700, -57 m, 6.8180
2024-07-01T12:00:15-0700, -58 m, 6.8250
2024-07-01T12:00:15-0700, -59 m, 6.8240
2024-07-01T12:00:15-0700, -5 m, 8.4180
2024-07-01T12:00:15-0700, -60 m, 6.8130
2024-07-01T12:00:15-0700, -61 m, 6.8130
2024-07-01T12:00:15-0700, -62 m, 6.8120
2024-07-01T12:00:15-0700, -63 m, 6.8100
2024-07-01T12:00:15-0700, -64 m, 6.8090
2024-07-01T12:00:15-0700, -65 m, 6.8060
2024-07-01T12:00:15-0700, -66 m, 6.8050
2024-07-01T12:00:15-0700, -67 m, 6.8050
2024-07-01T12:00:15-0700, -68 m, 6.8050
2024-07-01T12:00:15-0700, -69 m, 6.8010
2024-07-01T12:00:15-0700, -6 m, 8.2040
2024-07-01T12:00:15-0700, -70 m, 6.7980
2024-07-01T12:00:15-0700, -71 m, 6.7940
2024-07-01T12:00:15-0700, -72 m, 6.7920
2024-07-01T12:00:15-0700, -73 m, 6.7900
2024-07-01T12:00:15-0700, -74 m, 6.7880
2024-07-01T12:00:15-0700, -75 m, 6.7860
2024-07-01T12:00:15-0700, -76 m, 6.7830
2024-07-01T12:00:15-0700, -77 m, 6.7820
2024-07-01T12:00:15-0700, -78 m, 6.7800
2024-07-01T12:00:15-0700, -79 m, 6.7790
2024-07-01T12:00:15-0700, -7 m, 8.0790
2024-07-01T12:00:15-0700, -80 m, 6.7780
2024-07-01T12:00:15-0700, -81 m, 6.7770
2024-07-01T12:00:15-0700, -8 m, 7.9560
2024-07-01T12:00:15-0700, -9 m, 7.8790
2024-07-02T00:00:15-0700, -10 m, 9.1010
2024-07-02T00:00:15-0700, -11 m, 8.8800
2024-07-02T00:00:15-0700, -12 m, 8.6920
2024-07-02T00:00:15-0700, -13 m, 8.6340
2024-07-02T00:00:15-0700, -14 m, 8.6200
2024-07-02T00:00:15-0700, -15 m, 8.6040
2024-07-02T00:00:15-0700, -16 m, 8.5830
2024-07-02T00:00:15-0700, -17 m, 8.5470
2024-07-02T00:00:15-0700, -18 m, 8.5190
2024-07-02T00:00:15-0700, -19 m, 8.4950
2024-07-02T00:00:15-0700, -20 m, 8.4770
2024-07-02T00:00:15-0700, -21 m, 8.4280
2024-07-02T00:00:15-0700, -22 m, 8.3440
2024-07-02T00:00:15-0700, -23 m, 8.2990
2024-07-02T00:00:15-0700, -24 m, 8.2550
2024-07-02T00:00:15-0700, -25 m, 8.2110
2024-07-02T00:00:15-0700, -26 m, 8.1840
2024-07-02T00:00:15-0700, -27 m, 8.1570
2024-07-02T00:00:15-0700, -28 m, 8.1130
2024-07-02T00:00:15-0700, -29 m, 8.0340
2024-07-02T00:00:15-0700, -30 m, 7.9020
2024-07-02T00:00:15-0700, -31 m, 7.6430
2024-07-02T00:00:15-0700, -32 m, 7.5380
2024-07-02T00:00:15-0700, -33 m, 7.5120
2024-07-02T00:00:15-0700, -34 m, 7.4960
2024-07-02T00:00:15-0700, -35 m, 7.4790
2024-07-02T00:00:15-0700, -36 m, 7.4510
2024-07-02T00:00:15-0700, -37 m, 7.4290
2024-07-02T00:00:15-0700, -38 m, 7.4090
2024-07-02T00:00:15-0700, -39 m, 7.3760
2024-07-02T00:00:15-0700, -40 m, 7.3450
2024-07-02T00:00:15-0700, -41 m, 7.3230
2024-07-02T00:00:15-0700, -42 m, 7.3130
2024-07-02T00:00:15-0700, -43 m, 7.3010
2024-07-02T00:00:15-0700, -44 m, 7.2760
2024-07-02T00:00:15-0700, -45 m, 7.2300
2024-07-02T00:00:15-0700, -46 m, 7.2030
2024-07-02T00:00:15-0700, -47 m, 7.1970
2024-07-02T00:00:15-0700, -48 m, 7.1910
2024-07-02T00:00:15-0700, -49 m, 7.1830
2024-07-02T00:00:15-0700, -50 m, 7.1700
2024-07-02T00:00:15-0700, -51 m, 7.1570
2024-07-02T00:00:15-0700, -52 m, 7.1470
2024-07-02T00:00:15-0700, -53 m, 7.1430
2024-07-02T00:00:15-0700, -54 m, 7.1360
2024-07-02T00:00:15-0700, -55 m, 7.1310
2024-07-02T00:00:15-0700, -56 m, 7.1190
2024-07-02T00:00:15-0700, -57 m, 7.0980
2024-07-02T00:00:15-0700, -58 m, 7.0640
2024-07-02T00:00:15-0700, -59 m, 7.0450
2024-07-02T00:00:15-0700, -5 m, 9.4030
2024-07-02T00:00:15-0700, -60 m, 7.0340
2024-07-02T00:00:15-0700, -61 m, 7.0310
2024-07-02T00:00:15-0700, -62 m, 7.0180
2024-07-02T00:00:15-0700, -63 m, 6.9940
2024-07-02T00:00:15-0700, -64 m, 6.9700
2024-07-02T00:00:15-0700, -65 m, 6.9570
2024-07-02T00:00:15-0700, -66 m, 6.9480
2024-07-02T00:00:15-0700, -67 m, 6.9360
2024-07-02T00:00:15-0700, -68 m, 6.8960
2024-07-02T00:00:15-0700, -69 m, 6.8700
2024-07-02T00:00:15-0700, -6 m, 9.3380
2024-07-02T00:00:15-0700, -70 m, 6.8570
2024-07-02T00:00:15-0700, -71 m, 6.8450
2024-07-02T00:00:15-0700, -72 m, 6.8330
2024-07-02T00:00:15-0700, -73 m, 6.8100
2024-07-02T00:00:15-0700, -74 m, 6.7730
2024-07-02T00:00:15-0700, -75 m, 6.7460
2024-07-02T00:00:15-0700, -76 m, 6.7280
2024-07-02T00:00:15-0700, -77 m, 6.7100
2024-07-02T00:00:15-0700, -78 m, 6.6930
2024-07-02T00:00:15-0700, -79 m, 6.6840
2024-07-02T00:00:15-0700, -7 m, 9.2960
2024-07-02T00:00:15-0700, -80 m, 6.6800
2024-07-02T00:00:15-0700, -81 m, 6.6770
2024-07-02T00:00:15-0700, -8 m, 9.2510
2024-07-02T00:00:15-0700, -9 m, 9.1900
2024-07-02T12:00:16-0700, -10 m, 8.0180
2024-07-02T12:00:16-0700, -11 m, 7.9660
2024-07-02T12:00:16-0700, -12 m, 7.9340
2024-07-02T12:00:16-0700, -13 m, 7.9200
2024-07-02T12:00:16-0700, -14 m, 7.9090
2024-07-02T12:00:16-0700, -15 m, 7.8910
2024-07-02T12:00:16-0700, -16 m, 7.8810
2024-07-02T12:00:16-0700, -17 m, 7.8800
2024-07-02T12:00:16-0700, -18 m, 7.8680
2024-07-02T12:00:16-0700, -19 m, 7.8200
2024-07-02T12:00:16-0700, -20 m, 7.7800
2024-07-02T12:00:16-0700, -21 m, 7.7520
2024-07-02T12:00:16-0700, -22 m, 7.6730
2024-07-02T12:00:16-0700, -23 m, 7.4380
2024-07-02T12:00:16-0700, -24 m, 7.1690
2024-07-02T12:00:16-0700, -25 m, 7.0810
2024-07-02T12:00:16-0700, -26 m, 7.0380
2024-07-02T12:00:16-0700, -27 m, 7.0070
2024-07-02T12:00:16-0700, -28 m, 6.9700
2024-07-02T12:00:16-0700, -29 m, 6.9410
2024-07-02T12:00:16-0700, -30 m, 6.9200
2024-07-02T12:00:16-0700, -31 m, 6.9090
2024-07-02T12:00:16-0700, -32 m, 6.9030
2024-07-02T12:00:16-0700, -33 m, 6.8890
2024-07-02T12:00:16-0700, -34 m, 6.8730
2024-07-02T12:00:16-0700, -35 m, 6.8530
2024-07-02T12:00:16-0700, -36 m, 6.8260
2024-07-02T12:00:16-0700, -37 m, 6.8120
2024-07-02T12:00:16-0700, -38 m, 6.7940
2024-07-02T12:00:16-0700, -39 m, 6.7670
2024-07-02T12:00:16-0700, -40 m, 6.7410
2024-07-02T12:00:16-0700, -41 m, 6.7360
2024-07-02T12:00:16-0700, -42 m, 6.7330
2024-07-02T12:00:16-0700, -43 m, 6.7300
2024-07-02T12:00:16-0700, -44 m, 6.7230
2024-07-02T12:00:16-0700, -45 m, 6.7080
2024-07-02T12:00:16-0700, -46 m, 6.6930
2024-07-02T12:00:16-0700, -47 m, 6.6870
2024-07-02T12:00:16-0700, -48 m, 6.6800
2024-07-02T12:00:16-0700, -49 m, 6.6750
2024-07-02T12:00:16-0700, -50 m, 6.6730
2024-07-02T12:00:16-0700, -51 m, 6.6830
2024-07-02T12:00:16-0700, -52 m, 6.6910
2024-07-02T12:00:16-0700, -53 m, 6.6930
2024-07-02T12:00:16-0700, -54 m, 6.6800
2024-07-02T12:00:16-0700, -55 m, 6.6700
2024-07-02T12:00:16-0700, -56 m, 6.6640
2024-07-02T12:00:16-0700, -57 m, 6.6620
2024-07-02T12:00:16-0700, -58 m, 6.6760
2024-07-02T12:00:16-0700, -59 m, 6.6970
2024-07-02T12:00:16-0700, -5 m, 9.0030
2024-07-02T12:00:16-0700, -60 m, 6.6940
2024-07-02T12:00:16-0700, -61 m, 6.7060
2024-07-02T12:00:16-0700, -62 m, 6.7060
2024-07-02T12:00:16-0700, -63 m, 6.7070
2024-07-02T12:00:16-0700, -64 m, 6.7000
2024-07-02T12:00:16-0700, -65 m, 6.6980
2024-07-02T12:00:16-0700, -66 m, 6.7010
2024-07-02T12:00:16-0700, -67 m, 6.7090
2024-07-02T12:00:16-0700, -68 m, 6.7080
2024-07-02T12:00:16-0700, -69 m, 6.7110
2024-07-02T12:00:16-0700, -6 m, 8.8260
2024-07-02T12:00:16-0700, -70 m, 6.7190
2024-07-02T12:00:16-0700, -71 m, 6.7300
2024-07-02T12:00:16-0700, -72 m, 6.7330
2024-07-02T12:00:16-0700, -73 m, 6.7350
2024-07-02T12:00:16-0700, -74 m, 6.7340
2024-07-02T12:00:16-0700, -75 m, 6.7430
2024-07-02T12:00:16-0700, -76 m, 6.7490
2024-07-02T12:00:16-0700, -77 m, 6.7260
2024-07-02T12:00:16-0700, -78 m, 6.6990
2024-07-02T12:00:16-0700, -79 m, 6.6750
2024-07-02T12:00:16-0700, -7 m, 8.4680
2024-07-02T12:00:16-0700, -80 m, 6.6570
2024-07-02T12:00:16-0700, -8 m, 8.2280
2024-07-02T12:00:16-0700, -9 m, 8.0990
2024-07-03T00:00:16-0700, -10 m, 9.9820
2024-07-03T00:00:16-0700, -11 m, 9.6700
2024-07-03T00:00:16-0700, -12 m, 9.3880
2024-07-03T00:00:16-0700, -13 m, 9.2160
2024-07-03T00:00:16-0700, -14 m, 9.1580
2024-07-03T00:00:16-0700, -15 m, 9.0360
2024-07-03T00:00:16-0700, -16 m, 8.9410
2024-07-03T00:00:16-0700, -17 m, 8.9310
2024-07-03T00:00:16-0700, -18 m, 8.8760
2024-07-03T00:00:16-0700, -19 m, 8.7950
2024-07-03T00:00:16-0700, -20 m, 8.6880
2024-07-03T00:00:16-0700, -21 m, 8.6000
2024-07-03T00:00:16-0700, -22 m, 8.5530
2024-07-03T00:00:16-0700, -23 m, 8.4970
2024-07-03T00:00:16-0700, -24 m, 8.4410
2024-07-03T00:00:16-0700, -25 m, 8.3830
2024-07-03T00:00:16-0700, -26 m, 8.3470
2024-07-03T00:00:16-0700, -27 m, 8.3260
2024-07-03T00:00:16-0700, -28 m, 8.3160
2024-07-03T00:00:16-0700, -29 m, 8.3050
2024-07-03T00:00:16-0700, -30 m, 8.3070
2024-07-03T00:00:16-0700, -31 m, 8.3060
2024-07-03T00:00:16-0700, -32 m, 8.2900
2024-07-03T00:00:16-0700, -33 m, 8.2530
2024-07-03T00:00:16-0700, -34 m, 8.2380
2024-07-03T00:00:16-0700, -35 m, 8.2130
2024-07-03T00:00:16-0700, -36 m, 8.1800
2024-07-03T00:00:16-0700, -37 m, 8.1230
2024-07-03T00:00:16-0700, -38 m, 8.0420
2024-07-03T00:00:16-0700, -39 m, 7.9270
2024-07-03T00:00:16-0700, -40 m, 7.8950
2024-07-03T00:00:16-0700, -41 m, 7.8730
2024-07-03T00:00:16-0700, -42 m, 7.8260
2024-07-03T00:00:16-0700, -43 m, 7.7440
2024-07-03T00:00:16-0700, -44 m, 7.6460
2024-07-03T00:00:16-0700, -45 m, 7.5990
2024-07-03T00:00:16-0700, -46 m, 7.5680
2024-07-03T00:00:16-0700, -47 m, 7.5350
2024-07-03T00:00:16-0700, -48 m, 7.5180
2024-07-03T00:00:16-0700, -49 m, 7.4860
2024-07-03T00:00:16-0700, -50 m, 7.4110
2024-07-03T00:00:16-0700, -51 m, 7.3500
2024-07-03T00:00:16-0700, -52 m, 7.3120
2024-07-03T00:00:16-0700, -53 m, 7.2650
2024-07-03T00:00:16-0700, -54 m, 7.2320
2024-07-03T00:00:16-0700, -55 m, 7.2160
2024-07-03T00:00:16-0700, -56 m, 7.1750
2024-07-03T00:00:16-0700, -57 m, 7.0990
2024-07-03T00:00:16-0700, -58 m, 7.0080
2024-07-03T00:00:16-0700, -59 m, 6.9710
2024-07-03T00:00:16-0700, -5 m, 10.6390
2024-07-03T00:00:16-0700, -60 m, 6.9550
2024-07-03T00:00:16-0700, -61 m, 6.9520
2024-07-03T00:00:16-0700, -62 m, 6.9500
2024-07-03T00:00:16-0700, -63 m, 6.9410
2024-07-03T00:00:16-0700, -64 m, 6.9330
2024-07-03T00:00:16-0700, -65 m, 6.9230
2024-07-03T00:00:16-0700, -66 m, 6.9130
2024-07-03T00:00:16-0700, -67 m, 6.8780
2024-07-03T00:00:16-0700, -68 m, 6.8280
2024-07-03T00:00:16-0700, -69 m, 6.7940
2024-07-03T00:00:16-0700, -6 m, 10.5270
2024-07-03T00:00:16-0700, -70 m, 6.7800
2024-07-03T00:00:16-0700, -71 m, 6.7730
2024-07-03T00:00:16-0700, -72 m, 6.7710
2024-07-03T00:00:16-0700, -73 m, 6.7700
2024-07-03T00:00:16-0700, -74 m, 6.7700
2024-07-03T00:00:16-0700, -75 m, 6.7640
2024-07-03T00:00:16-0700, -76 m, 6.7560
2024-07-03T00:00:16-0700, -77 m, 6.7490
2024-07-03T00:00:16-0700, -78 m, 6.7440
2024-07-03T00:00:16-0700, -79 m, 6.7410
2024-07-03T00:00:16-0700, -7 m, 10.4320
2024-07-03T00:00:16-0700, -80 m, 6.7370
2024-07-03T00:00:16-0700, -81 m, 6.7360
2024-07-03T00:00:16-0700, -8 m, 10.3460
2024-07-03T00:00:16-0700, -9 m, 10.2410
2024-07-03T12:00:15-0700, -10 m, 9.0920
2024-07-03T12:00:15-0700, -11 m, 8.8740
2024-07-03T12:00:15-0700, -12 m, 8.6710
2024-07-03T12:00:15-0700, -13 m, 8.4830
2024-07-03T12:00:15-0700, -14 m, 8.3360
2024-07-03T12:00:15-0700, -15 m, 8.2910
2024-07-03T12:00:15-0700, -16 m, 8.2620
2024-07-03T12:00:15-0700, -17 m, 8.2250
2024-07-03T12:00:15-0700, -18 m, 8.1900
2024-07-03T12:00:15-0700, -19 m, 8.1020
2024-07-03T12:00:15-0700, -20 m, 7.9620
2024-07-03T12:00:15-0700, -21 m, 7.8640
2024-07-03T12:00:15-0700, -22 m, 7.8350
2024-07-03T12:00:15-0700, -23 m, 7.8150
2024-07-03T12:00:15-0700, -24 m, 7.7960
2024-07-03T12:00:15-0700, -25 m, 7.7840
2024-07-03T12:00:15-0700, -26 m, 7.7800
2024-07-03T12:00:15-0700, -27 m, 7.7760
2024-07-03T12:00:15-0700, -28 m, 7.7730
2024-07-03T12:00:15-0700, -29 m, 7.7640
2024-07-03T12:00:15-0700, -30 m, 7.7470
2024-07-03T12:00:15-0700, -31 m, 7.7380
2024-07-03T12:00:15-0700, -32 m, 7.7270
2024-07-03T12:00:15-0700, -33 m, 7.6630
2024-07-03T12:00:15-0700, -34 m, 7.5710
2024-07-03T12:00:15-0700, -35 m, 7.5320
2024-07-03T12:00:15-0700, -36 m, 7.4930
2024-07-03T12:00:15-0700, -37 m, 7.4670
2024-07-03T12:00:15-0700, -38 m, 7.4450
2024-07-03T12:00:15-0700, -39 m, 7.4130
2024-07-03T12:00:15-0700, -40 m, 7.3420
2024-07-03T12:00:15-0700, -41 m, 7.2830
2024-07-03T12:00:15-0700, -42 m, 7.2550
2024-07-03T12:00:15-0700, -43 m, 7.2310
2024-07-03T12:00:15-0700, -44 m, 7.2120
2024-07-03T12:00:15-0700, -45 m, 7.1730
2024-07-03T12:00:15-0700, -46 m, 7.0710
2024-07-03T12:00:15-0700, -47 m, 6.9160
2024-07-03T12:00:15-0700, -48 m, 6.8400
2024-07-03T12:00:15-0700, -49 m, 6.7750
2024-07-03T12:00:15-0700, -50 m, 6.7140
2024-07-03T12:00:15-0700, -51 m, 6.6780
2024-07-03T12:00:15-0700, -52 m, 6.6440
2024-07-03T12:00:15-0700, -53 m, 6.6240
2024-07-03T12:00:15-0700, -54 m, 6.5850
2024-07-03T12:00:15-0700, -55 m, 6.5560
2024-07-03T12:00:15-0700, -56 m, 6.5460
2024-07-03T12:00:15-0700, -57 m, 6.5440
2024-07-03T12:00:15-0700, -58 m, 6.5450
2024-07-03T12:00:15-0700, -59 m, 6.5420
2024-07-03T12:00:15-0700, -5 m, 11.5520
2024-07-03T12:00:15-0700, -60 m, 6.5420
2024-07-03T12:00:15-0700, -61 m, 6.5430
2024-07-03T12:00:15-0700, -62 m, 6.5460
2024-07-03T12:00:15-0700, -63 m, 6.5460
2024-07-03T12:00:15-0700, -64 m, 6.5430
2024-07-03T12:00:15-0700, -65 m, 6.5480
2024-07-03T12:00:15-0700, -66 m, 6.5470
2024-07-03T12:00:15-0700, -67 m, 6.5500
2024-07-03T12:00:15-0700, -68 m, 6.5540
2024-07-03T12:00:15-0700, -69 m, 6.5610
2024-07-03T12:00:15-0700, -6 m, 11.2380
2024-07-03T12:00:15-0700, -70 m, 6.5630
2024-07-03T12:00:15-0700, -71 m, 6.5580
2024-07-03T12:00:15-0700, -72 m, 6.5540
2024-07-03T12:00:15-0700, -73 m, 6.5520
2024-07-03T12:00:15-0700, -74 m, 6.5590
2024-07-03T12:00:15-0700, -75 m, 6.5600
2024-07-03T12:00:15-0700, -76 m, 6.5580
2024-07-03T12:00:15-0700, -77 m, 6.5560
2024-07-03T12:00:15-0700, -78 m, 6.5520
2024-07-03T12:00:15-0700, -79 m, 6.5410
2024-07-03T12:00:15-0700, -7 m, 10.7440
2024-07-03T12:00:15-0700, -80 m, 6.5380
2024-07-03T12:00:15-0700, -8 m, 9.9530
2024-07-03T12:00:15-0700, -9 m, 9.3240
2024-07-04T00:00:15-0700, -10 m, 9.1280
2024-07-04T00:00:15-0700, -11 m, 8.9850
2024-07-04T00:00:15-0700, -12 m, 8.8920
2024-07-04T00:00:15-0700, -13 m, 8.8270
2024-07-04T00:00:15-0700, -14 m, 8.7270
2024-07-04T00:00:15-0700, -15 m, 8.5380
2024-07-04T00:00:15-0700, -16 m, 8.4180
2024-07-04T00:00:15-0700, -17 m, 8.4080
2024-07-04T00:00:15-0700, -18 m, 8.4210
2024-07-04T00:00:15-0700, -19 m, 8.3890
2024-07-04T00:00:15-0700, -20 m, 8.3590
2024-07-04T00:00:15-0700, -21 m, 8.3150
2024-07-04T00:00:15-0700, -22 m, 8.2540
2024-07-04T00:00:15-0700, -23 m, 8.2150
2024-07-04T00:00:15-0700, -24 m, 8.1970
2024-07-04T00:00:15-0700, -25 m, 8.1960
2024-07-04T00:00:15-0700, -26 m, 8.1930
2024-07-04T00:00:15-0700, -27 m, 8.1850
2024-07-04T00:00:15-0700, -28 m, 8.1220
2024-07-04T00:00:15-0700, -29 m, 8.0330
2024-07-04T00:00:15-0700, -30 m, 7.9450
2024-07-04T00:00:15-0700, -31 m, 7.8700
2024-07-04T00:00:15-0700, -32 m, 7.8340
2024-07-04T00:00:15-0700, -33 m, 7.8180
2024-07-04T00:00:15-0700, -34 m, 7.8070
2024-07-04T00:00:15-0700, -35 m, 7.7940
2024-07-04T00:00:15-0700, -36 m, 7.7860
2024-07-04T00:00:15-0700, -37 m, 7.7800
2024-07-04T00:00:15-0700, -38 m, 7.7630
2024-07-04T00:00:15-0700, -39 m, 7.7230
2024-07-04T00:00:15-0700, -40 m, 7.6720
2024-07-04T00:00:15-0700, -41 m, 7.6350
2024-07-04T00:00:15-0700, -42 m, 7.6110
2024-07-04T00:00:15-0700, -43 m, 7.6030
2024-07-04T00:00:15-0700, -44 m, 7.5790
2024-07-04T00:00:15-0700, -45 m, 7.5470
2024-07-04T00:00:15-0700, -46 m, 7.5210
2024-07-04T00:00:15-0700, -47 m, 7.4940
2024-07-04T00:00:15-0700, -48 m, 7.4430
2024-07-04T00:00:15-0700, -49 m, 7.3810
2024-07-04T00:00:15-0700, -50 m, 7.3260
2024-07-04T00:00:15-0700, -51 m, 7.3010
2024-07-04T00:00:15-0700, -52 m, 7.2810
2024-07-04T00:00:15-0700, -53 m, 7.2580
2024-07-04T00:00:15-0700, -54 m, 7.2390
2024-07-04T00:00:15-0700, -55 m, 7.2300
2024-07-04T00:00:15-0700, -56 m, 7.2250
2024-07-04T00:00:15-0700, -57 m, 7.2200
2024-07-04T00:00:15-0700, -58 m, 7.1960
2024-07-04T00:00:15-0700, -59 m, 7.1480
2024-07-04T00:00:15-0700, -5 m, 9.9590
2024-07-04T00:00:15-0700, -60 m, 7.1110
2024-07-04T00:00:15-0700, -61 m, 7.0960
2024-07-04T00:00:15-0700, -62 m, 7.0700
2024-07-04T00:00:15-0700, -63 m, 7.0210
2024-07-04T00:00:15-0700, -64 m, 6.9650
2024-07-04T00:00:15-0700, -65 m, 6.9360
2024-07-04T00:00:15-0700, -66 m, 6.9200
